userId,locality,keywords,u_type,dest_fav
3454,Bogo,"Confort,Sièges inclinables,Climatisation,Boisson gratuite,Silence,Sport,Connectivité,Ambiance chaleureuse,Conduite souple",Planner,Kumba
1304,Figuif,"Conversation,Boisson gratuite,Espace de rangement,Silence,Langue parlée,Animaux acceptés,Confort,Connectivité,Assistance bagages,Climatisation,Vue panoramique,Cuisine,Wi-Fi gratuit,Musique,Sièges inclinables,Ambiance chaleureuse",Traveler,Bali
2557,Muyuka,"Ambiance chaleureuse,Navigation GPS,Espace de rangement,Éclairage tamisé,Sièges inclinables,Langue parlée",Traveler,Bertoua
3231,Figuif,"Conduite souple,Animaux acceptés,Confort,Navigation GPS,Connectivité",Planner,Belo
2577,Yaounde,"Silence,Assistance bagages,Ponctualité,Navigation GPS,Chauffeur expérimenté,Sport,Sièges inclinables,Wi-Fi gratuit,Conduite souple,Confort,Éclairage tamisé,Vue panoramique,Animaux acceptés,Conversation,Musique,Ambiance chaleureuse,Cuisine,Climatisation,Boisson gratuite,Connectivité,Langue parlée,Espace de rangement",Planner,Bonakouamouang
438,Fontem,"Espace de rangement,Climatisation,Assistance bagages,Boisson gratuite,Ambiance chaleureuse,Navigation GPS,Wi-Fi gratuit,Animaux acceptés,Connectivité,Sport,Éclairage tamisé",Traveler,Buea
583,Douala,"Climatisation,Silence,Vue panoramique,Conversation,Wi-Fi gratuit,Assistance bagages,Espace de rangement,Sport,Boisson gratuite,Sièges inclinables,Cuisine,Musique,Animaux acceptés,Ambiance chaleureuse,Chauffeur expérimenté,Confort,Connectivité,Éclairage tamisé,Navigation GPS,Ponctualité,Langue parlée",Traveler,Bonakouamouang
1035,Bamenda,"Vue panoramique,Sport,Boisson gratuite,Assistance bagages,Cuisine,Conduite souple,Musique,Ambiance chaleureuse,Conversation,Confort,Chauffeur expérimenté",Planner,Mokolo
237,Limbe,"Ambiance chaleureuse,Connectivité,Climatisation,Vue panoramique,Éclairage tamisé,Wi-Fi gratuit,Chauffeur expérimenté,Boisson gratuite,Conduite souple,Cuisine,Langue parlée",Traveler,Batibo
1936,Bimbia,"Assistance bagages,Sport,Silence,Boisson gratuite,Espace de rangement,Langue parlée,Navigation GPS,Sièges inclinables,Musique,Wi-Fi gratuit,Climatisation,Conversation,Ambiance chaleureuse,Connectivité,Animaux acceptés,Vue panoramique,Confort,Éclairage tamisé,Cuisine",Traveler,Bafoussam
3780,Campo,"Espace de rangement,Conversation,Connectivité,Conduite souple,Climatisation,Animaux acceptés,Musique,Chauffeur expérimenté,Sport,Éclairage tamisé,Langue parlée,Wi-Fi gratuit,Sièges inclinables,Confort,Boisson gratuite",Planner,Bonanjo
1738,Bafang,"Chauffeur expérimenté,Animaux acceptés,Cuisine,Assistance bagages,Vue panoramique,Navigation GPS,Conduite souple,Espace de rangement,Connectivité,Boisson gratuite,Confort",Planner,Bonakouamouang
1773,Essos,"Espace de rangement,Animaux acceptés,Assistance bagages,Musique,Chauffeur expérimenté,Ponctualité,Climatisation,Conversation,Éclairage tamisé,Vue panoramique",Planner,Bogo
4873,Yaounde,"Ponctualité,Animaux acceptés,Ambiance chaleureuse,Boisson gratuite,Assistance bagages,Chauffeur expérimenté,Conduite souple,Silence,Cuisine,Conversation,Sport",Planner,Mbandjock
1098,Bandjoun,"Connectivité,Boisson gratuite,Navigation GPS,Conduite souple,Wi-Fi gratuit,Climatisation,Sièges inclinables",Traveler,Nkongsamba
1302,Buea,"Conversation,Sport,Sièges inclinables,Ponctualité,Boisson gratuite,Confort,Climatisation,Silence,Connectivité,Ambiance chaleureuse,Navigation GPS,Espace de rangement,Animaux acceptés,Vue panoramique,Chauffeur expérimenté,Langue parlée,Éclairage tamisé,Assistance bagages,Musique,Cuisine",Traveler,Gazawa
1236,Figuif,"Vue panoramique,Silence,Assistance bagages,Ponctualité,Boisson gratuite,Cuisine,Chauffeur expérimenté,Sport,Connectivité,Conversation,Éclairage tamisé,Sièges inclinables,Wi-Fi gratuit,Ambiance chaleureuse,Musique",Traveler,Kumba
836,Maroua,"Langue parlée,Vue panoramique,Musique,Cuisine,Navigation GPS,Ambiance chaleureuse,Chauffeur expérimenté,Wi-Fi gratuit,Espace de rangement,Éclairage tamisé,Conversation,Animaux acceptés",Traveler,Nanga-Eboko
805,Bertoua,"Connectivité,Cuisine,Wi-Fi gratuit,Assistance bagages,Chauffeur expérimenté,Langue parlée,Ambiance chaleureuse,Conduite souple,Navigation GPS,Éclairage tamisé,Boisson gratuite,Ponctualité,Climatisation",Traveler,Figuif
942,Bonamoussadi,"Assistance bagages,Musique,Animaux acceptés,Cuisine,Connectivité,Conversation,Navigation GPS,Silence,Sièges inclinables,Vue panoramique,Espace de rangement,Chauffeur expérimenté,Ambiance chaleureuse,Conduite souple",Traveler,Bali
2001,Buea,"Conversation,Espace de rangement,Cuisine,Boisson gratuite,Silence,Sport",Traveler,Batibo
1819,Mbanga,"Éclairage tamisé,Conversation,Sport,Sièges inclinables,Vue panoramique,Ponctualité,Confort,Assistance bagages,Cuisine,Wi-Fi gratuit,Conduite souple,Connectivité",Planner,Nkongsamba
1436,Yaounde,"Conversation,Ambiance chaleureuse,Silence,Musique,Connectivité",Planner,Maroua
4627,Muyuka,"Connectivité,Assistance bagages,Animaux acceptés,Ambiance chaleureuse,Sièges inclinables,Confort,Cuisine,Ponctualité,Langue parlée,Espace de rangement,Wi-Fi gratuit,Vue panoramique,Conversation,Musique,Éclairage tamisé,Boisson gratuite,Sport,Silence,Navigation GPS",Traveler,Bamenda
3551,Mbandjock,"Langue parlée,Vue panoramique,Musique,Cuisine,Climatisation,Animaux acceptés,Silence,Ambiance chaleureuse,Boisson gratuite,Conversation,Assistance bagages,Sport",Planner,Mokolo
2770,Bogo,"Chauffeur expérimenté,Assistance bagages,Cuisine,Sport",Planner,Banga Bakundu
4167,Mbandjock,"Animaux acceptés,Silence,Conversation,Vue panoramique",Planner,Bogo
1394,Bogo,"Langue parlée,Conversation,Vue panoramique,Ponctualité,Ambiance chaleureuse,Sport,Wi-Fi gratuit,Espace de rangement,Confort,Éclairage tamisé,Chauffeur expérimenté,Conduite souple,Musique,Animaux acceptés,Connectivité,Sièges inclinables,Navigation GPS,Climatisation,Assistance bagages,Silence,Boisson gratuite",Planner,Yaounde
3745,Mbalmayo,"Ponctualité,Silence,Vue panoramique,Sièges inclinables,Animaux acceptés,Sport,Conversation,Langue parlée,Climatisation,Chauffeur expérimenté,Cuisine",Traveler,Kousseri
3134,Guider,"Langue parlée,Conduite souple,Wi-Fi gratuit,Conversation,Silence,Chauffeur expérimenté,Boisson gratuite,Climatisation,Espace de rangement,Musique,Ambiance chaleureuse,Assistance bagages,Ponctualité,Animaux acceptés,Sport,Éclairage tamisé,Confort,Navigation GPS",Planner,Bandjoun
4227,Maroua,"Chauffeur expérimenté,Éclairage tamisé,Cuisine,Confort,Silence,Navigation GPS,Sièges inclinables,Climatisation,Sport,Langue parlée,Vue panoramique,Assistance bagages,Musique,Ponctualité,Conduite souple,Connectivité,Boisson gratuite,Espace de rangement,Wi-Fi gratuit,Conversation,Ambiance chaleureuse",Traveler,Bonakouamouang
1991,Mbanga,"Langue parlée,Sièges inclinables,Vue panoramique,Conversation,Ponctualité,Climatisation,Navigation GPS,Conduite souple,Silence,Sport",Planner,Gazawa
4800,Douala,"Ambiance chaleureuse,Animaux acceptés,Confort,Navigation GPS,Boisson gratuite,Connectivité,Sport,Climatisation,Conversation,Espace de rangement,Éclairage tamisé,Conduite souple,Assistance bagages,Langue parlée,Cuisine,Ponctualité",Planner,Garoua
3255,Meiganga,"Langue parlée,Boisson gratuite,Espace de rangement,Connectivité,Silence,Éclairage tamisé,Vue panoramique",Planner,Mbandjock
2250,Garoua,"Musique,Conversation,Sport,Ponctualité,Cuisine,Assistance bagages,Conduite souple,Climatisation,Espace de rangement,Wi-Fi gratuit,Éclairage tamisé,Boisson gratuite,Navigation GPS,Sièges inclinables,Animaux acceptés,Langue parlée,Vue panoramique,Connectivité,Confort,Ambiance chaleureuse,Silence,Chauffeur expérimenté",Planner,Bonanjo
2784,Loum,"Connectivité,Cuisine,Animaux acceptés,Sièges inclinables,Boisson gratuite,Confort,Ambiance chaleureuse,Ponctualité,Éclairage tamisé,Conversation,Langue parlée,Silence,Musique",Traveler,Bafoussam
4203,Garoua,"Boisson gratuite,Wi-Fi gratuit,Langue parlée,Musique,Ponctualité,Assistance bagages,Confort,Connectivité,Sièges inclinables,Cuisine,Silence,Climatisation,Chauffeur expérimenté,Éclairage tamisé,Ambiance chaleureuse,Espace de rangement,Conduite souple,Sport,Navigation GPS,Conversation,Vue panoramique",Traveler,Bali Nyonga
808,Messa,"Conversation,Vue panoramique,Musique,Animaux acceptés,Chauffeur expérimenté,Ambiance chaleureuse,Ponctualité,Climatisation,Langue parlée,Sièges inclinables,Éclairage tamisé,Wi-Fi gratuit,Espace de rangement",Planner,Garoua
2503,Bonanjo,"Langue parlée,Conduite souple,Vue panoramique,Sport,Musique,Espace de rangement",Planner,Messa
54,Banga Bakundu,"Conduite souple,Sport,Assistance bagages,Chauffeur expérimenté",Traveler,Banga Bakundu
1640,Belo,"Boisson gratuite,Vue panoramique,Musique,Wi-Fi gratuit,Confort,Chauffeur expérimenté,Navigation GPS,Animaux acceptés,Cuisine,Sport,Sièges inclinables,Climatisation,Conduite souple,Espace de rangement,Conversation,Silence,Ponctualité,Connectivité,Langue parlée,Éclairage tamisé",Traveler,Melong
3360,Mbandjock,"Ponctualité,Navigation GPS,Confort,Silence,Connectivité,Conduite souple,Cuisine,Vue panoramique,Wi-Fi gratuit,Boisson gratuite,Assistance bagages,Chauffeur expérimenté,Animaux acceptés,Espace de rangement,Langue parlée,Climatisation,Conversation,Musique,Sièges inclinables",Planner,Mora
4619,Mora,"Ambiance chaleureuse,Vue panoramique,Boisson gratuite,Chauffeur expérimenté,Animaux acceptés,Sièges inclinables,Musique,Sport,Conversation,Connectivité,Conduite souple,Climatisation,Cuisine,Langue parlée,Navigation GPS",Traveler,Mutengene
2418,Nanga-Eboko,"Silence,Espace de rangement,Langue parlée,Musique,Vue panoramique,Navigation GPS,Éclairage tamisé,Animaux acceptés,Conversation,Ambiance chaleureuse,Sièges inclinables,Ponctualité,Conduite souple",Traveler,Mutengene
1045,Bonakouamouang,"Éclairage tamisé,Connectivité,Silence,Conversation,Espace de rangement,Cuisine,Ambiance chaleureuse",Traveler,Belo
3562,Loum,"Vue panoramique,Conversation,Assistance bagages,Cuisine",Traveler,Mbalmayo
2700,Figuif,"Ponctualité,Animaux acceptés,Ambiance chaleureuse,Éclairage tamisé,Conversation,Sport,Espace de rangement,Confort,Silence,Cuisine,Sièges inclinables,Navigation GPS,Vue panoramique,Boisson gratuite,Connectivité,Musique,Wi-Fi gratuit,Conduite souple",Traveler,Garoua
3324,Muyuka,"Éclairage tamisé,Climatisation,Assistance bagages,Wi-Fi gratuit,Animaux acceptés,Ponctualité,Boisson gratuite,Confort,Espace de rangement,Conversation,Conduite souple,Vue panoramique,Silence",Traveler,Melong
2992,Bonabéri,"Ambiance chaleureuse,Boisson gratuite,Vue panoramique,Assistance bagages,Ponctualité",Traveler,Guider
2490,Mora,"Climatisation,Chauffeur expérimenté,Musique,Cuisine,Vue panoramique,Boisson gratuite,Ambiance chaleureuse,Navigation GPS,Connectivité,Wi-Fi gratuit,Sièges inclinables,Langue parlée,Conduite souple,Animaux acceptés,Espace de rangement,Conversation,Ponctualité,Éclairage tamisé,Confort,Silence",Traveler,Messa
3875,Mbandjock,"Animaux acceptés,Sièges inclinables,Langue parlée,Conversation,Conduite souple,Éclairage tamisé,Navigation GPS,Ambiance chaleureuse,Musique",Planner,Yagoua
3442,Bonakouamouang,"Confort,Cuisine,Boisson gratuite,Langue parlée,Climatisation,Chauffeur expérimenté,Éclairage tamisé,Conversation,Animaux acceptés,Vue panoramique,Navigation GPS,Sièges inclinables",Planner,Bonanjo
4767,Limbe,"Sièges inclinables,Conversation,Sport,Silence,Connectivité,Espace de rangement",Traveler,Maroua
2856,Bafang,"Confort,Connectivité,Sièges inclinables,Ponctualité,Espace de rangement,Conversation,Chauffeur expérimenté",Traveler,Bonamoussadi
4272,Douala,"Climatisation,Vue panoramique,Animaux acceptés,Confort,Assistance bagages,Wi-Fi gratuit,Sièges inclinables,Ponctualité,Connectivité,Conversation,Cuisine,Conduite souple",Planner,Mbalmayo
2116,Bali,"Connectivité,Vue panoramique,Sport,Ambiance chaleureuse,Langue parlée,Wi-Fi gratuit,Éclairage tamisé,Cuisine,Boisson gratuite,Conduite souple,Conversation,Navigation GPS",Traveler,Boutours
3692,Mokolo,"Langue parlée,Boisson gratuite,Conduite souple,Conversation,Wi-Fi gratuit,Ambiance chaleureuse,Vue panoramique,Connectivité,Sièges inclinables,Musique,Espace de rangement,Éclairage tamisé,Assistance bagages,Climatisation,Chauffeur expérimenté",Planner,Mutengene
1825,Limbe,"Langue parlée,Conversation,Silence,Conduite souple,Animaux acceptés,Cuisine,Musique,Confort,Navigation GPS,Vue panoramique",Planner,Gazawa
2007,Belabo,"Musique,Wi-Fi gratuit,Boisson gratuite,Silence,Espace de rangement,Éclairage tamisé",Traveler,Kousseri
3895,Limbe,"Connectivité,Sport,Wi-Fi gratuit,Sièges inclinables,Conversation,Langue parlée,Navigation GPS,Silence,Climatisation,Chauffeur expérimenté,Vue panoramique,Assistance bagages,Espace de rangement,Confort,Musique,Conduite souple,Éclairage tamisé,Boisson gratuite",Planner,Kumba
4875,Muyuka,"Chauffeur expérimenté,Espace de rangement,Assistance bagages,Navigation GPS,Ponctualité,Langue parlée,Sport,Animaux acceptés,Musique,Silence,Ambiance chaleureuse,Boisson gratuite,Cuisine,Conduite souple,Wi-Fi gratuit,Confort,Sièges inclinables",Planner,Bali
4421,Gazawa,"Silence,Climatisation",Planner,Meiganga
2566,Mbouda,"Navigation GPS,Ponctualité,Sièges inclinables,Langue parlée,Wi-Fi gratuit,Sport,Climatisation,Boisson gratuite,Ambiance chaleureuse,Espace de rangement,Conduite souple,Conversation,Silence",Traveler,Dibombari
2720,Campo,"Navigation GPS,Vue panoramique,Cuisine,Langue parlée,Assistance bagages,Confort,Climatisation,Espace de rangement,Ambiance chaleureuse,Musique",Planner,Beti
4628,Kousseri,"Wi-Fi gratuit,Éclairage tamisé,Connectivité,Animaux acceptés,Cuisine,Silence,Sièges inclinables,Conversation,Vue panoramique,Climatisation,Sport,Navigation GPS,Espace de rangement,Confort,Musique,Boisson gratuite",Planner,Muyuka
2045,Yagoua,"Assistance bagages,Ponctualité,Sport,Navigation GPS,Silence,Climatisation,Ambiance chaleureuse,Conversation,Confort,Sièges inclinables,Espace de rangement,Langue parlée,Éclairage tamisé,Conduite souple",Traveler,Dibombari
4361,Bandjoun,"Sièges inclinables,Assistance bagages,Climatisation,Cuisine,Langue parlée,Animaux acceptés,Ambiance chaleureuse,Conduite souple,Éclairage tamisé,Navigation GPS,Chauffeur expérimenté,Boisson gratuite,Confort,Conversation,Sport",Planner,Bonamoussadi
1887,Bertoua,"Langue parlée,Connectivité,Espace de rangement",Planner,Kumba
2086,Limbe,"Confort,Langue parlée,Silence,Conduite souple",Planner,Yaounde
199,Messa,"Conversation,Conduite souple,Silence,Éclairage tamisé,Confort,Vue panoramique,Wi-Fi gratuit,Climatisation,Espace de rangement,Chauffeur expérimenté,Navigation GPS,Musique,Boisson gratuite,Ponctualité,Assistance bagages,Ambiance chaleureuse",Traveler,Bonakouamouang
1120,Kousseri,"Connectivité,Silence,Éclairage tamisé,Musique,Sport,Conduite souple,Navigation GPS,Confort,Ponctualité,Climatisation",Planner,Mbanga
4012,Bali Nyonga,"Chauffeur expérimenté,Musique,Wi-Fi gratuit,Éclairage tamisé,Connectivité,Cuisine,Espace de rangement,Vue panoramique,Sport,Climatisation,Conduite souple,Boisson gratuite,Confort,Navigation GPS,Silence,Ponctualité",Planner,Muyuka
2094,Belo,"Musique,Ponctualité,Sport,Ambiance chaleureuse",Traveler,Nanga-Eboko
1616,Bimbia,"Animaux acceptés,Conversation,Assistance bagages,Langue parlée",Planner,Figuif
3639,Buea,"Ponctualité,Climatisation,Confort,Wi-Fi gratuit,Sport,Animaux acceptés,Éclairage tamisé,Silence,Boisson gratuite,Chauffeur expérimenté,Sièges inclinables,Vue panoramique,Navigation GPS,Conversation,Cuisine,Ambiance chaleureuse,Musique,Espace de rangement,Assistance bagages,Conduite souple,Connectivité,Langue parlée",Traveler,Bonabéri
546,Gazawa,"Vue panoramique,Ambiance chaleureuse,Navigation GPS,Connectivité,Climatisation,Espace de rangement,Éclairage tamisé,Langue parlée",Planner,Mbalmayo
4834,Boutours,"Cuisine,Navigation GPS,Musique,Ponctualité,Langue parlée,Espace de rangement,Assistance bagages,Boisson gratuite,Connectivité,Conversation,Climatisation,Wi-Fi gratuit,Chauffeur expérimenté,Vue panoramique,Éclairage tamisé,Animaux acceptés,Sport,Sièges inclinables",Traveler,Banga Bakundu
2173,Messa,"Connectivité,Éclairage tamisé,Boisson gratuite,Sport,Langue parlée,Conversation,Espace de rangement,Navigation GPS,Musique,Ponctualité,Ambiance chaleureuse,Cuisine,Wi-Fi gratuit,Conduite souple,Vue panoramique,Climatisation",Traveler,Bamenda
1015,Guider,"Climatisation,Conversation,Boisson gratuite,Vue panoramique,Sport,Sièges inclinables,Navigation GPS,Confort,Silence,Chauffeur expérimenté,Connectivité,Animaux acceptés,Éclairage tamisé",Planner,Bafoussam
2727,Essos,"Wi-Fi gratuit,Éclairage tamisé,Confort,Sièges inclinables,Chauffeur expérimenté,Climatisation,Ponctualité",Traveler,Bafoussam
1925,Mutengene,"Conversation,Boisson gratuite,Langue parlée,Conduite souple,Wi-Fi gratuit,Assistance bagages,Sièges inclinables,Connectivité,Navigation GPS,Vue panoramique,Espace de rangement,Ponctualité,Cuisine,Climatisation",Planner,Fontem
898,Bonanjo,"Confort,Espace de rangement,Assistance bagages,Ponctualité,Sièges inclinables,Connectivité,Animaux acceptés,Musique,Conduite souple,Conversation,Silence,Navigation GPS,Wi-Fi gratuit,Chauffeur expérimenté,Éclairage tamisé,Boisson gratuite,Langue parlée,Vue panoramique,Cuisine,Ambiance chaleureuse,Climatisation",Traveler,Bali Nyonga
1519,Mokolo,"Cuisine,Ambiance chaleureuse,Espace de rangement,Ponctualité,Animaux acceptés,Assistance bagages,Sièges inclinables",Traveler,Mokolo
3693,Bafia,"Chauffeur expérimenté,Musique,Animaux acceptés,Espace de rangement,Connectivité,Navigation GPS,Wi-Fi gratuit,Confort,Climatisation,Ambiance chaleureuse,Assistance bagages,Conduite souple,Ponctualité,Boisson gratuite,Silence",Traveler,Limbe
2519,Buea,"Navigation GPS,Ponctualité,Animaux acceptés,Langue parlée,Musique,Chauffeur expérimenté,Vue panoramique,Climatisation,Conduite souple,Silence,Espace de rangement,Connectivité,Confort",Traveler,Douala
3708,Bogo,"Silence,Ambiance chaleureuse,Chauffeur expérimenté,Navigation GPS,Confort,Sièges inclinables,Climatisation,Connectivité,Conversation,Espace de rangement,Assistance bagages,Vue panoramique,Conduite souple,Langue parlée,Cuisine",Planner,Essos
3748,Mutengene,"Ambiance chaleureuse,Connectivité,Espace de rangement,Conduite souple,Langue parlée,Éclairage tamisé,Confort,Wi-Fi gratuit,Silence,Animaux acceptés,Sport,Musique,Vue panoramique,Climatisation,Conversation,Ponctualité,Navigation GPS",Planner,Bafia
2440,Mora,"Connectivité,Conduite souple,Sport,Boisson gratuite,Sièges inclinables,Confort,Assistance bagages,Wi-Fi gratuit,Ambiance chaleureuse,Langue parlée,Conversation,Ponctualité,Climatisation,Navigation GPS,Musique,Cuisine,Animaux acceptés,Espace de rangement,Éclairage tamisé,Chauffeur expérimenté,Silence",Traveler,Muyuka
4536,Buea,"Navigation GPS,Boisson gratuite,Vue panoramique,Espace de rangement,Climatisation",Traveler,Muyuka
4349,Mbouda,"Éclairage tamisé,Conduite souple,Silence,Chauffeur expérimenté,Boisson gratuite,Espace de rangement,Musique,Connectivité,Vue panoramique,Wi-Fi gratuit,Ponctualité,Animaux acceptés,Climatisation,Sport,Conversation,Confort,Assistance bagages,Langue parlée,Ambiance chaleureuse,Cuisine,Sièges inclinables,Navigation GPS",Planner,Edéa
714,Mutengene,"Assistance bagages,Musique,Boisson gratuite,Espace de rangement,Éclairage tamisé,Chauffeur expérimenté,Conversation,Confort,Ambiance chaleureuse,Navigation GPS,Silence,Connectivité,Langue parlée,Wi-Fi gratuit,Sièges inclinables",Planner,Belabo
4253,Bafia,"Silence,Sport,Boisson gratuite,Sièges inclinables,Confort,Wi-Fi gratuit,Vue panoramique,Assistance bagages,Espace de rangement,Conversation,Animaux acceptés,Climatisation,Navigation GPS,Langue parlée,Conduite souple,Ambiance chaleureuse,Cuisine,Éclairage tamisé,Ponctualité,Chauffeur expérimenté,Musique",Planner,Buea
4459,Campo,"Espace de rangement,Boisson gratuite,Connectivité,Assistance bagages,Vue panoramique,Éclairage tamisé,Conversation,Langue parlée,Ponctualité,Animaux acceptés,Confort,Ambiance chaleureuse,Chauffeur expérimenté,Cuisine,Sport,Conduite souple",Traveler,Bali
4445,Maroua,"Langue parlée,Éclairage tamisé,Sièges inclinables,Espace de rangement,Musique,Animaux acceptés,Navigation GPS,Boisson gratuite,Ambiance chaleureuse,Cuisine,Assistance bagages",Traveler,Muyuka
1756,Guider,"Connectivité,Vue panoramique,Confort,Sièges inclinables,Langue parlée,Animaux acceptés",Traveler,Essos
4353,Batibo,"Boisson gratuite,Chauffeur expérimenté,Sport,Conversation,Sièges inclinables,Wi-Fi gratuit,Espace de rangement,Animaux acceptés,Éclairage tamisé,Confort,Connectivité",Traveler,Kumba
176,Bandjoun,"Espace de rangement,Conduite souple,Navigation GPS,Ponctualité",Planner,Yaounde
2786,Mbanga,"Silence,Musique,Sport,Vue panoramique,Confort,Langue parlée",Planner,Banga Bakundu
1822,Bafia,"Boisson gratuite,Confort,Navigation GPS,Sièges inclinables,Climatisation,Vue panoramique,Animaux acceptés,Langue parlée,Éclairage tamisé,Musique,Espace de rangement,Conversation,Silence,Chauffeur expérimenté,Wi-Fi gratuit,Sport,Conduite souple",Traveler,Bamenda
112,Mbalmayo,"Cuisine,Musique,Langue parlée,Sièges inclinables,Vue panoramique",Planner,Maroua
2759,Bamenda,"Cuisine,Chauffeur expérimenté,Conduite souple,Espace de rangement,Confort,Animaux acceptés,Vue panoramique,Ponctualité,Conversation,Musique,Sport,Langue parlée,Éclairage tamisé,Connectivité,Wi-Fi gratuit,Navigation GPS,Ambiance chaleureuse,Silence",Planner,Bonamoussadi
2698,Banga Bakundu,Assistance bagages,Traveler,Bandjoun
1247,Campo,"Navigation GPS,Silence,Langue parlée,Chauffeur expérimenté,Sièges inclinables,Ambiance chaleureuse,Animaux acceptés,Ponctualité,Connectivité,Sport,Éclairage tamisé,Boisson gratuite,Vue panoramique,Climatisation,Confort",Planner,Bonabéri
2851,Essos,"Conduite souple,Vue panoramique,Assistance bagages,Climatisation,Ambiance chaleureuse,Musique",Planner,Dibombari
3590,Mutengene,Musique,Planner,Bali
3841,Campo,"Animaux acceptés,Langue parlée,Climatisation,Musique,Éclairage tamisé,Conversation,Wi-Fi gratuit,Vue panoramique,Ponctualité,Confort,Sièges inclinables,Chauffeur expérimenté,Silence,Assistance bagages,Boisson gratuite,Cuisine,Connectivité,Espace de rangement,Conduite souple,Navigation GPS,Sport",Planner,Nkongsamba
4910,Campo,"Langue parlée,Boisson gratuite,Musique,Animaux acceptés,Vue panoramique,Sièges inclinables",Traveler,Bafang
4402,Campo,"Silence,Connectivité,Sièges inclinables,Ponctualité,Conversation,Sport,Cuisine,Animaux acceptés,Éclairage tamisé,Vue panoramique,Assistance bagages,Climatisation",Traveler,Belo
4595,Meiganga,"Ambiance chaleureuse,Sport,Climatisation,Conversation",Planner,Bali Nyonga
4120,Garoua,"Musique,Espace de rangement,Confort,Cuisine,Vue panoramique",Traveler,Nanga-Eboko
2527,Yagoua,"Conversation,Cuisine,Confort,Assistance bagages,Connectivité,Navigation GPS,Vue panoramique,Musique,Ponctualité",Traveler,Yaounde
2956,Mbandjock,"Chauffeur expérimenté,Sièges inclinables,Assistance bagages,Conversation,Navigation GPS,Cuisine,Ambiance chaleureuse,Wi-Fi gratuit,Ponctualité,Connectivité,Silence,Boisson gratuite,Sport,Éclairage tamisé,Confort,Espace de rangement",Traveler,Bandjoun
3099,Bertoua,"Chauffeur expérimenté,Silence,Vue panoramique,Connectivité,Espace de rangement,Ponctualité,Cuisine,Assistance bagages,Sport,Éclairage tamisé,Climatisation,Animaux acceptés,Boisson gratuite,Conversation,Sièges inclinables,Ambiance chaleureuse,Confort,Navigation GPS,Wi-Fi gratuit",Planner,Buea
1186,Mbalmayo,"Ponctualité,Chauffeur expérimenté,Connectivité,Conduite souple,Confort,Vue panoramique,Boisson gratuite,Espace de rangement,Cuisine,Conversation,Ambiance chaleureuse",Traveler,Gazawa
4707,Bafoussam,"Boisson gratuite,Éclairage tamisé,Langue parlée,Confort,Cuisine,Climatisation,Animaux acceptés,Musique,Sièges inclinables,Ambiance chaleureuse,Espace de rangement,Chauffeur expérimenté,Connectivité,Sport,Conduite souple,Navigation GPS,Silence,Wi-Fi gratuit",Traveler,Mora
3383,Bamenda,"Wi-Fi gratuit,Assistance bagages,Conversation,Sièges inclinables,Connectivité,Navigation GPS,Chauffeur expérimenté,Confort,Conduite souple,Cuisine,Vue panoramique,Sport,Langue parlée,Espace de rangement,Animaux acceptés,Ponctualité,Musique,Silence",Traveler,Loum
383,Bamenda,"Vue panoramique,Langue parlée,Silence",Traveler,Bonakouamouang
2321,Nkongsamba,"Ambiance chaleureuse,Animaux acceptés,Assistance bagages,Langue parlée,Conduite souple,Sport,Conversation,Cuisine,Navigation GPS,Silence,Wi-Fi gratuit,Vue panoramique,Chauffeur expérimenté,Climatisation",Traveler,Figuif
1283,Edéa,"Conduite souple,Silence,Ponctualité,Cuisine,Wi-Fi gratuit,Connectivité,Animaux acceptés,Espace de rangement,Climatisation,Assistance bagages,Musique,Boisson gratuite,Ambiance chaleureuse,Sport",Traveler,Bandjoun
4336,Bogo,"Vue panoramique,Connectivité,Boisson gratuite,Navigation GPS,Ponctualité,Assistance bagages,Musique,Conduite souple,Ambiance chaleureuse,Sièges inclinables,Sport,Animaux acceptés,Climatisation,Silence,Wi-Fi gratuit,Chauffeur expérimenté,Espace de rangement,Langue parlée",Traveler,Garoua
4550,Bonabéri,"Vue panoramique,Éclairage tamisé,Navigation GPS,Langue parlée,Boisson gratuite,Climatisation,Ponctualité,Conversation,Animaux acceptés,Connectivité,Silence,Assistance bagages,Confort,Cuisine,Musique,Sport,Espace de rangement,Conduite souple,Wi-Fi gratuit,Ambiance chaleureuse,Sièges inclinables",Traveler,Bertoua
2718,Bogo,"Ponctualité,Confort,Vue panoramique,Assistance bagages,Conversation,Boisson gratuite,Connectivité,Climatisation,Navigation GPS",Traveler,Campo
1787,Bimbia,"Cuisine,Connectivité,Animaux acceptés",Traveler,Loum
3023,Banga Bakundu,"Navigation GPS,Climatisation,Animaux acceptés,Musique,Cuisine,Chauffeur expérimenté,Sport,Silence,Wi-Fi gratuit,Sièges inclinables",Traveler,Kumba
1477,Essos,"Éclairage tamisé,Confort,Espace de rangement,Chauffeur expérimenté,Silence,Vue panoramique,Connectivité,Wi-Fi gratuit,Sièges inclinables,Boisson gratuite,Climatisation,Assistance bagages,Animaux acceptés,Langue parlée",Traveler,Fontem
